Date Close/Last Volume Open High Low 
10/01/2019 224.59 36187160.0 225.07 228.22 224.2 
09/30/2019 223.97 26318580.0 220.9 224.58 220.79 
09/27/2019 218.82 25361290.0 220.54 220.96 217.2814 
09/26/2019 219.89 19088310.0 220.0 220.94 218.83 
09/25/2019 221.03 22481010.0 218.55 221.5 217.1402 
09/24/2019 217.68 31434370.0 221.03 222.49 217.19 
09/23/2019 218.72 19419650.0 218.95 219.84 217.65 
09/20/2019 217.73 57977090.0 221.38 222.56 217.473 
09/19/2019 220.96 22187880.0 222.01 223.76 220.37 
09/18/2019 222.77 25643090.0 221.06 222.85 219.44 
09/17/2019 220.7 18386470.0 219.96 220.82 219.12 
09/16/2019 219.9 21158140.0 217.73 220.13 217.56 
09/13/2019 218.75 39763300.0 220.0 220.79 217.02 
09/12/2019 223.085 32226670.0 224.8 226.42 222.86 
09/11/2019 223.59 44289650.0 218.07 223.71 217.73 
09/10/2019 216.7 31777930.0 213.86 216.78 211.71 
09/09/2019 214.17 27309400.0 214.84 216.44 211.07 
09/06/2019 213.26 19362290.0 214.05 214.42 212.51 
09/05/2019 213.28 23946880.0 212.0 213.97 211.51 
09/04/2019 209.19 19216820.0 208.39 209.48 207.32 
09/03/2019 205.7 20059570.0 206.43 206.98 204.22 
08/30/2019 208.74 21162560.0 210.16 210.45 207.2 
08/29/2019 209.01 21007650.0 208.5 209.32 206.655 
08/28/2019 205.53 15957630.0 204.1 205.72 203.32 
08/27/2019 204.16 25897340.0 207.86 208.55 203.53 
08/26/2019 206.49 26066130.0 205.86 207.19 205.0573 
08/23/2019 202.64 46882840.0 209.43 212.051 201.0 
08/22/2019 212.46 22267820.0 213.19 214.435 210.75 
08/21/2019 212.64 21564750.0 212.99 213.65 211.6032 
08/20/2019 210.36 26919530.0 210.88 213.35 210.32 
08/19/2019 210.35 24431920.0 210.62 212.7307 210.025 
08/16/2019 206.5 28813620.0 204.28 207.16 203.84 
08/15/2019 201.74 27883360.0 203.46 205.14 199.67 
08/14/2019 202.75 36547440.0 203.16 206.44 202.5869 
08/13/2019 208.97 47539790.0 201.02 212.14 200.83 
08/12/2019 200.48 22481890.0 199.62 202.0516 199.15 
08/09/2019 200.99 24619750.0 201.3 202.76 199.29 
08/08/2019 203.43 27009520.0 200.2 203.53 199.39 
08/07/2019 199.04 33364400.0 195.41 199.56 193.82 
08/06/2019 197.0 35824790.0 196.31 198.067 194.04 
08/05/2019 193.34 52392970.0 197.99 198.649 192.58 
08/02/2019 204.02 40862120.0 205.53 206.43 201.63 
08/01/2019 208.43 54017920.0 213.9 218.03 206.7435 
07/31/2019 213.04 69281360.0 216.42 221.37 211.3 
07/30/2019 208.78 33935720.0 208.76 210.16 207.31 
07/29/2019 209.68 21673390.0 208.46 210.64 208.44 
07/26/2019 207.74 17618870.0 207.48 209.73 207.14 
07/25/2019 207.02 13909560.0 208.89 209.24 206.73 
07/24/2019 208.67 14991570.0 207.67 209.15 207.17 
07/23/2019 208.84 18355210.0 208.46 208.91 207.29 
07/22/2019 207.22 22277930.0 203.65 207.23 203.61 
07/19/2019 202.59 20929310.0 205.79 206.5 202.36 
07/18/2019 205.66 18582160.0 204.0 205.88 203.7 
07/17/2019 203.35 14107450.0 204.05 205.0915 203.27 
07/16/2019 204.5 16866820.0 204.59 206.11 203.5 
07/15/2019 205.21 16947420.0 204.09 205.87 204.0 
07/12/2019 203.3 17595210.0 202.45 204.0 202.2 
07/11/2019 201.75 20191840.0 203.31 204.39 201.71 
07/10/2019 203.23 17897140.0 201.85 203.73 201.56 
07/09/2019 201.24 20578020.0 199.2 201.51 198.81 
07/08/2019 200.02 25338630.0 200.81 201.4 198.41 
07/05/2019 204.23 17265520.0 203.35 205.08 202.9 
07/03/2019 204.41 11362050.0 203.28 204.44 202.6901 
07/02/2019 202.73 16935220.0 201.41 203.1323 201.36 
07/01/2019 201.55 27316740.0 203.17 204.49 200.65 
06/28/2019 197.92 31110640.0 198.68 199.495 197.05 
06/27/2019 199.74 20899720.0 200.29 201.57 199.57 
06/26/2019 199.8 26067510.0 197.77 200.99 197.35 
06/25/2019 195.57 21070330.0 198.43 199.26 195.29 
06/24/2019 198.58 18220420.0 198.54 200.16 198.17 
06/21/2019 198.78 47800590.0 198.8 200.85 198.15 
06/20/2019 199.46 21513990.0 200.37 200.61 198.03 
06/19/2019 197.87 21124240.0 199.68 199.88 197.31 
06/18/2019 198.45 26551000.0 196.05 200.29 195.21 
06/17/2019 193.89 14669140.0 192.9 194.96 192.17 
06/14/2019 192.74 18761470.0 191.545 193.5863 190.3 
06/13/2019 194.15 21674630.0 194.7 196.79 193.6 
06/12/2019 194.19 18253190.0 193.95 195.97 193.385 
06/11/2019 194.81 26932880.0 194.86 196.0 193.6 
06/10/2019 192.58 26220850.0 191.81 195.37 191.62 
06/07/2019 190.15 30684390.0 186.51 191.92 185.77 
06/06/2019 185.22 22526310.0 183.08 185.47 182.1489 
06/05/2019 182.54 29773430.0 184.28 184.99 181.14 
06/04/2019 179.64 30967960.0 175.44 179.83 174.52 
06/03/2019 173.3 40396070.0 175.6 177.92 170.27 
05/31/2019 175.07 27043580.0 176.23 177.99 174.99 
05/30/2019 178.3 21218410.0 177.95 179.23 176.67 
05/29/2019 177.38 28481170.0 176.42 179.35 176.0 
05/28/2019 178.23 27948160.0 178.92 180.59 177.91 
05/24/2019 178.97 23714690.0 180.2 182.14 178.62 
05/23/2019 179.66 36529740.0 179.8 180.54 177.81 
05/22/2019 182.78 29748560.0 184.66 185.71 182.55 
05/21/2019 186.6 28364850.0 185.22 188.0 184.7 
05/20/2019 183.09 38612290.0 183.52 184.349 180.2839 
05/17/2019 189.0 32879090.0 186.93 190.9 186.76 
05/16/2019 190.08 33031360.0 189.91 192.4689 188.84 
05/15/2019 190.92 26544720.0 186.27 191.75 186.02 
05/14/2019 188.66 36529680.0 186.41 189.7 185.41 
05/13/2019 185.72 57430620.0 187.71 189.48 182.85 
05/10/2019 197.18 41208710.0 197.419 198.85 192.77 
05/09/2019 200.72 34908610.0 200.4 201.68 196.66 
05/08/2019 202.9 26339500.0 201.9 205.34 201.75 
05/07/2019 202.86 38763700.0 205.88 207.4175 200.825 
05/06/2019 208.48 32443110.0 204.29 208.84 203.5 
05/03/2019 211.75 20892380.0 210.89 211.84 210.23 
05/02/2019 209.15 31996320.0 209.84 212.65 208.13 
05/01/2019 210.52 64827330.0 209.88 215.31 209.23 
04/30/2019 200.67 45751160.0 203.06 203.4 199.11 
04/29/2019 204.61 22010360.0 204.4 205.97 203.86 
04/26/2019 204.3 18612770.0 204.9 205.0 202.12 
04/25/2019 205.28 18463850.0 206.83 207.76 205.12 
04/24/2019 207.16 17427570.0 207.36 208.48 207.05 
04/23/2019 207.48 23286380.0 204.43 207.75 203.9 
04/22/2019 204.53 17841920.0 202.83 204.94 202.34 
04/18/2019 203.86 24185530.0 203.12 204.15 202.52 
04/17/2019 203.13 28865310.0 199.54 203.38 198.61 
04/16/2019 199.25 25668330.0 199.46 201.37 198.56 
04/15/2019 199.23 17524150.0 198.58 199.85 198.01 
04/12/2019 198.87 27738580.0 199.2 200.14 196.21 
04/11/2019 198.95 20543190.0 200.85 201.0 198.4431 
04/10/2019 200.62 21654750.0 198.68 200.74 198.18 
04/09/2019 199.5 35738280.0 200.32 202.85 199.23 
04/08/2019 200.1 25829880.0 196.42 200.23 196.34 
04/05/2019 197.0 18473070.0 196.45 197.1 195.93 
04/04/2019 195.69 19090050.0 194.79 196.37 193.14 
04/03/2019 195.35 23243160.0 193.25 196.5 193.15 
04/02/2019 194.02 22727370.0 191.09 194.46 191.05 
04/01/2019 191.24 27308200.0 191.64 191.68 188.38 
03/29/2019 189.95 23524830.0 189.83 190.08 188.54 
03/28/2019 188.72 20710390.0 188.95 189.559 187.53 
03/27/2019 188.47 29771210.0 188.75 189.76 186.55 
03/26/2019 186.79 49696100.0 191.664 192.88 184.58 
03/25/2019 188.74 43751810.0 191.51 191.98 186.6 
03/22/2019 191.05 42287640.0 195.34 197.69 190.78 
03/21/2019 195.09 50943120.0 190.02 196.33 189.81 
03/20/2019 188.16 31003380.0 186.23 189.49 184.73 
03/19/2019 186.53 31440300.0 188.35 188.99 185.92 
03/18/2019 188.02 26148590.0 185.8 188.39 185.79 
03/15/2019 186.12 39017490.0 184.85 187.33 183.74 
03/14/2019 183.73 23527660.0 183.9 184.1 182.56 
03/13/2019 181.71 30929740.0 182.25 183.3 180.92 
03/12/2019 180.91 32416800.0 180.0 182.67 179.37 
03/11/2019 178.9 31123000.0 175.49 179.12 175.35 
03/08/2019 172.91 23985960.0 170.32 173.07 169.5 
03/07/2019 172.5 24755470.0 173.87 174.44 172.02 
03/06/2019 174.52 20755140.0 174.67 175.49 173.94 
03/05/2019 175.53 19238480.0 175.94 176.0 174.54 
03/04/2019 175.85 27413060.0 175.69 177.75 173.97 
03/01/2019 174.97 25737560.0 174.28 175.15 172.89 
02/28/2019 173.15 27953810.0 174.32 174.91 172.92 
02/27/2019 174.87 27817640.0 173.21 175.0 172.73 
02/26/2019 174.33 16991610.0 173.71 175.3 173.1732 
02/25/2019 174.23 21846400.0 174.16 175.87 173.95 
02/22/2019 172.97 18890250.0 171.58 173.0 171.38 
02/21/2019 171.06 17154540.0 171.8 172.37 170.3 
02/20/2019 172.03 25323890.0 171.19 173.32 170.99 
02/19/2019 170.93 18958570.0 169.71 171.44 169.49 
02/15/2019 170.42 24603320.0 171.25 171.7 169.75 
02/14/2019 170.8 21785180.0 169.71 171.2615 169.38 
02/13/2019 170.18 22389660.0 171.39 172.48 169.92 
02/12/2019 170.89 22224400.0 170.1 171.0 169.7 
02/11/2019 169.43 20940020.0 171.05 171.21 169.25 
02/08/2019 170.41 23793830.0 168.99 170.66 168.42 
02/07/2019 170.94 31644240.0 172.4 173.94 170.34 
02/06/2019 174.24 28204640.0 174.65 175.57 172.8531 
02/05/2019 174.18 36054570.0 172.86 175.08 172.3501 
02/04/2019 171.25 31384720.0 167.41 171.655 167.28 
02/01/2019 166.52 32644590.0 166.96 168.98 165.93 
01/31/2019 166.44 40613260.0 166.11 169.0 164.56 
01/30/2019 165.25 60800480.0 163.25 166.15 160.23 
01/29/2019 154.68 39914850.0 156.25 158.13 154.11 
01/28/2019 156.3 26147280.0 155.79 156.33 153.66 
01/25/2019 157.76 33508960.0 155.48 158.13 154.32 
01/24/2019 152.7 25418110.0 154.11 154.48 151.74 
01/23/2019 153.92 23046560.0 154.15 155.14 151.7 
01/22/2019 153.3 30273990.0 156.41 156.73 152.62 
01/18/2019 156.82 33259460.0 157.5 157.88 155.9806 
01/17/2019 155.86 29616190.0 154.2 157.66 153.26 
01/16/2019 154.94 30483120.0 153.08 155.88 153.0 
01/15/2019 153.07 28449940.0 150.27 153.39 150.05 
01/14/2019 150.0 32018540.0 150.85 151.27 149.22 
01/11/2019 152.29 26924630.0 152.88 153.7 151.51 
01/10/2019 153.8 35661200.0 152.5 153.97 150.86 
01/09/2019 153.31 45034370.0 151.29 154.53 149.63 
01/08/2019 150.75 40622910.0 149.56 151.82 148.52 
01/07/2019 147.93 54571440.0 148.7 148.83 145.9 
01/04/2019 148.26 57423650.0 144.53 148.5499 143.8 
01/03/2019 142.19 91106840.0 143.98 145.72 142.0 
01/02/2019 157.92 35637070.0 154.89 158.85 154.23 
12/31/2018 157.74 34499390.0 158.53 159.36 156.48 
12/28/2018 156.23 41740600.0 157.5 158.52 154.55 
12/27/2018 156.15 51608850.0 155.84 156.77 150.07 
12/26/2018 157.17 58133850.0 148.3 157.23 146.72 
12/24/2018 146.83 37169230.0 148.15 151.55 146.59 
12/21/2018 150.73 95497900.0 156.86 158.16 149.63 
12/20/2018 156.83 64398230.0 160.4 162.11 155.3 
12/19/2018 160.89 47597670.0 166.0 167.45 159.09 
12/18/2018 166.07 33753490.0 165.38 167.53 164.39 
12/17/2018 163.94 43250420.0 165.45 168.35 162.73 
12/14/2018 165.48 40620360.0 169.0 169.08 165.28 
12/13/2018 170.95 31754210.0 170.49 172.57 169.55 
12/12/2018 169.1 35474680.0 170.4 171.92 169.02 
12/11/2018 168.63 45968040.0 171.66 171.79 167.0 
12/10/2018 169.6 61759000.0 165.0 170.09 163.33 
12/07/2018 168.49 41678680.0 173.49 174.49 168.3 
12/06/2018 174.72 42704910.0 171.76 174.78 170.42 
12/04/2018 176.69 41141250.0 180.95 182.3899 176.27 
12/03/2018 184.82 40537700.0 184.46 184.94 181.21 
11/30/2018 178.58 39424260.0 180.29 180.33 177.03 
11/29/2018 179.55 41523580.0 182.66 182.8 177.7 
11/28/2018 180.94 45941750.0 176.73 181.29 174.93 
11/27/2018 174.24 41156140.0 171.51 174.77 170.88 
11/26/2018 174.62 44662320.0 174.24 174.95 170.26 
11/23/2018 172.29 23623970.0 174.94 176.595 172.1 
11/21/2018 176.78 31096240.0 179.73 180.27 176.55 
11/20/2018 176.98 67678680.0 178.37 181.47 175.51 
11/19/2018 185.86 41626820.0 190.0 190.7 184.99 
11/16/2018 193.53 36191330.0 190.5 194.9695 189.46 
11/15/2018 191.41 46271660.0 188.39 191.97 186.9 
11/14/2018 186.8 60547340.0 193.9 194.48 185.93 
11/13/2018 192.23 46725710.0 191.63 197.18 191.4501 
11/12/2018 194.17 50991030.0 199.0 199.85 193.79 
11/09/2018 204.47 34317760.0 205.55 206.01 202.25 
11/08/2018 208.49 25289270.0 209.98 210.12 206.75 
11/07/2018 209.95 33291640.0 205.97 210.06 204.13 
11/06/2018 203.77 31774720.0 201.92 204.72 201.69 
11/05/2018 201.59 66072170.0 204.3 204.39 198.17 
11/02/2018 207.48 91046560.0 209.55 213.65 205.43 
11/01/2018 222.22 52954070.0 219.05 222.36 216.81 
10/31/2018 218.86 38016810.0 216.88 220.45 216.62 
10/30/2018 213.3 36487930.0 211.15 215.18 209.27 
10/29/2018 212.24 45713690.0 219.19 219.69 206.09 
10/26/2018 216.3 47191700.0 215.9 220.19 212.67 
10/25/2018 219.8 29027340.0 217.71 221.38 216.75 
10/24/2018 215.09 39992120.0 222.6 224.23 214.54 
10/23/2018 222.73 38681170.0 215.83 223.25 214.7 
10/22/2018 220.65 28751540.0 219.79 223.36 218.94 
10/19/2018 219.31 32874330.0 218.06 221.26 217.43 
10/18/2018 216.02 32389280.0 217.86 219.74 213.0 
10/17/2018 221.19 22692880.0 222.3 222.64 219.34 
10/16/2018 222.15 28802550.0 218.93 222.99 216.7627 
10/15/2018 217.36 30280450.0 221.16 221.83 217.27 
10/12/2018 222.11 39494770.0 220.42 222.88 216.84 
10/11/2018 214.45 52902320.0 214.52 219.5 212.32 
10/10/2018 216.36 41084070.0 225.46 226.35 216.05 
10/09/2018 226.87 26656630.0 223.64 227.27 222.2462 
10/08/2018 223.77 28784550.0 222.21 224.8 220.2 
10/05/2018 224.29 33507770.0 227.96 228.41 220.58 
10/04/2018 227.99 31961120.0 230.78 232.35 226.73 
10/03/2018 232.07 28540490.0 230.05 233.47 229.78 
10/02/2018 229.28 24435010.0 227.25 230.0 226.63 
10/01/2018 227.26 23171020.0 227.95 229.42 226.35 
09/28/2018 225.74 22560440.0 224.79 225.84 224.02 
09/27/2018 224.95 29729270.0 223.82 226.44 223.54 
09/26/2018 220.42 23430370.0 221.0 223.75 219.76 
09/25/2018 222.19 22811140.0 219.75 222.82 219.7 
09/24/2018 220.79 27581270.0 216.82 221.26 216.63 
09/21/2018 217.66 95584080.0 220.78 221.36 217.29 
09/20/2018 220.03 26388050.0 220.24 222.28 219.15 
09/19/2018 218.37 26869880.0 218.5 219.62 215.3 
09/18/2018 218.24 31495630.0 217.79 221.85 217.12 
09/17/2018 217.88 36810120.0 222.15 222.95 217.27 
09/14/2018 223.84 31801970.0 225.75 226.84 222.522 
09/13/2018 226.41 41411350.0 223.52 228.35 222.57 
09/12/2018 221.07 49118510.0 224.94 225.0 219.84 
09/11/2018 223.85 35644510.0 218.01 224.299 216.56 
09/10/2018 218.33 39194720.0 220.95 221.85 216.47 
09/07/2018 221.3 37418910.0 221.85 225.37 220.71 
09/06/2018 223.1 34121240.0 226.23 227.35 221.3 
09/05/2018 226.87 33290830.0 228.99 229.67 225.1 
09/04/2018 228.36 27363960.0 228.41 229.18 226.63 
08/31/2018 227.63 43177540.0 226.51 228.87 226.0 
08/30/2018 225.03 48696960.0 223.25 228.26 222.4 
08/29/2018 222.98 27074260.0 220.15 223.49 219.41 
08/28/2018 219.7 22751390.0 219.01 220.54 218.92 
08/27/2018 217.94 20400770.0 217.15 218.74 216.33 
08/24/2018 216.16 18457720.0 216.6 216.9 215.11 
08/23/2018 215.49 18505780.0 214.65 217.05 214.6 
08/22/2018 215.05 18965930.0 214.1 216.36 213.84 
08/21/2018 215.04 25682700.0 216.8 217.19 214.025 
08/20/2018 215.46 30149410.0 218.1 219.18 215.11 
08/17/2018 217.58 35034410.0 213.44 217.95 213.16 
08/16/2018 213.32 27595310.0 211.75 213.8121 211.47 
08/15/2018 210.24 28595230.0 209.22 210.74 208.33 
08/14/2018 209.75 20679270.0 210.155 210.56 208.26 
08/13/2018 208.87 25864510.0 207.7 210.952 207.7 
08/10/2018 207.53 24592460.0 207.36 209.1 206.67 
08/09/2018 208.88 23389530.0 207.28 209.78 207.2 
08/08/2018 207.25 22493750.0 206.05 207.81 204.52 
08/07/2018 207.11 25525650.0 209.32 209.5 206.76 
08/06/2018 209.07 25396100.0 208.0 209.25 207.07 
08/03/2018 207.99 33408050.0 207.03 208.74 205.4803 
08/02/2018 207.39 62317430.0 200.58 208.38 200.35 
08/01/2018 201.5 67812280.0 199.13 201.76 197.31 
07/31/2018 190.29 37847260.0 190.3 192.14 189.34 
